11	Council	_	_	PROPN	PROPN	_	_	5	5	obl	obl	_	_	_	_	ARG2	_
12	in	_	_	ADP	ADP	_	_	13	13	case	case	_	_	_	_	_	_
13	connection	_	_	NOUN	NOUN	_	_	0	0	_	_	Y	V.01	_	_	_	_
14	with	_	_	ADP	ADP	_	_	17	17	case	case	_	_	_	_	_	_
15	the	_	_	DET	DET	_	_	17	17	det	det	_	_	_	_	_	_
16	anti-proliferation	_	_	NOUN	NOUN	_	_	17	17	compound	compound	_	_	_	_	_	_
17	treaty	_	_	NOUN	NOUN	_	_	13	13	nmod	nmod	_	_	_	_	_	ARG1
18	.	_	_	PUNCT	PUNCT	_	_	0	0	punct	punct	_	_	_	_	_	_

1	Cities	_	_	NOUN	NOUN	_	_	5	5	nsubj	nsubj	_	_	ARG0	_	_	_
2	such	_	_	ADJ	ADJ	_	_	4	4	case	case	_	_	_	_	_	_
3	as	_	_	ADP	ADP	_	_	2	2	fixed	fixed	_	_	_	_	_	_
4	Falluja	_	_	PROPN	PROPN	_	_	1	1	nmod	nmod	_	_	_	_	_	_
5	received	_	_	VERB	VERB	_	_	0	0	root	root	Y	V.01	_	_	_	_
6	special	_	_	ADJ	ADJ	_	_	7	7	amod	amod	_	_	_	ARGM-ADJ	_	_
7	treatment	_	_	NOUN	NOUN	_	_	5	5	obj	obj	Y	V.01	ARG1	_	_	_
8	from	_	_	ADP	ADP	_	_	9	9	case	case	_	_	_	_	_	_
9	Saddam	_	_	PROPN	PROPN	_	_	5	5	obl	obl	_	_	_	ARG0	_	_
10	and	_	_	CCONJ	CCONJ	_	_	11	11	cc	cc	_	_	_	_	_	_
11	enjoyed	_	_	VERB	VERB	_	_	5	5	conj	conj	Y	V.01	_	_	_	_
12	a	_	_	DET	DET	_	_	14	14	det	det	_	_	_	_	_	_
13	disproportionate	_	_	ADJ	ADJ	_	_	14	14	amod	amod	_	_	_	_	_	ARGM-ADJ
14	share	_	_	NOUN	NOUN	_	_	11	11	obj	obj	Y	V.01	_	_	ARG1	_
15	of	_	_	ADP	ADP	_	_	19	19	case	case	_	_	_	_	_	_
16	the	_	_	DET	DET	_	_	17	17	det	det	_	_	_	_	_	_
17	country	_	_	NOUN	NOUN	_	_	19	19	nmod:poss	nmod:poss	_	_	_	_	_	_
18	's	_	_	PART	PART	_	_	17	17	case	case	_	_	_	_	_	_
19	wealth	_	_	NOUN	NOUN	_	_	14	14	nmod	nmod	_	_	_	_	_	ARG1
20	and	_	_	CCONJ	CCONJ	_	_	21	21	cc	cc	_	_	_	_	_	_
21	power	_	_	NOUN	NOUN	_	_	19	19	conj	conj	_	_	_	_	_	_
22	.	_	_	PUNCT	PUNCT	_	_	5	5	punct	punct	_	_	_	_	_	_

1	I	_	_	PRON	PRON	_	_	3	3	nsubj	nsubj	_	_	ARG0	_	_	_
2	'll	_	_	AUX	AUX	_	_	3	3	aux	aux	_	_	ARGM-MOD	_	_	_
3	post	_	_	VERB	VERB	_	_	0	0	root	root	Y	V.01	_	_	_	_
4	highlights	_	_	NOUN	NOUN	_	_	3	3	obj	obj	_	_	ARG1	_	_	_
5	from	_	_	ADP	ADP	_	_	7	7	case	case	_	_	_	_	_	_
6	the	_	_	DET	DET	_	_	7	7	det	det	_	_	_	_	_	_
7	opinion	_	_	NOUN	NOUN	_	_	4	4	nmod	nmod	_	_	_	_	_	_
8	and	_	_	CCONJ	CCONJ	_	_	9	9	cc	cc	_	_	_	_	_	_
9	dissents	_	_	NOUN	NOUN	_	_	7	7	conj	conj	Y	V.01	_	_	_	_
10	when	_	_	ADV	ADV	_	_	13	13	mark	mark	_	_	_	_	ARGM-TMP	_
11	I	_	_	PRON	PRON	_	_	13	13	nsubj	nsubj	_	_	_	_	ARG1	_
12	'm	_	_	AUX	AUX	_	_	13	13	cop	cop	Y	V.01	_	_	_	_
13	finished	_	_	ADJ	ADJ	_	_	3	3	advcl	advcl	Y	V.01	_	ARGM-TMP	_	_
14	.	_	_	PUNCT	PUNCT	_	_	3	3	punct	punct	_	_	_	_	_	_

1	And	_	_	CCONJ	CCONJ	_	_	5	5	cc	cc	_	_	_	ARGM-DIS	_	_
2	international	_	_	ADJ	ADJ	_	_	3	3	amod	amod	_	_	_	_	_	_
3	donors	_	_	NOUN	NOUN	_	_	5	5	nsubj	nsubj	_	_	_	ARG0	_	_
4	have	_	_	AUX	AUX	_	_	5	5	aux	aux	Y	V.01	_	_	_	_
5	given	_	_	VERB	VERB	_	_	0	0	root	root	Y	V.01	_	_	_	_
6	only	_	_	ADV	ADV	_	_	7	7	advmod	advmod	_	_	_	_	_	_
7	half	_	_	NOUN	NOUN	_	_	5	5	obj	obj	_	_	_	ARG1	_	_
8	of	_	_	ADP	ADP	_	_	11	11	case	case	_	_	_	_	_	_
9	the	_	_	DET	DET	_	_	11	11	det	det	_	_	_	_	_	_
10	relief	_	_	NOUN	NOUN	_	_	11	11	compound	compound	_	_	_	_	ARG1	_
11	aid	_	_	NOUN	NOUN	_	_	0	0	_	_	Y	V.01	_	_	_	_
12	that	_	_	PRON	PRON	_	_	14	14	obj	obj	_	_	_	_	_	R-ARG1
13	Darfur	_	_	PROPN	PROPN	_	_	14	14	nsubj	nsubj	_	_	_	_	_	ARG0
14	needs	_	_	VERB	VERB	_	_	11	11	acl:relcl	acl:relcl	Y	V.01	_	_	ARGM-ADJ	_
15	,	_	_	PUNCT	PUNCT	_	_	5	5	punct	punct	_	_	_	_	_	_
16	according	_	_	VERB	VERB	_	_	21	21	case	case	_	_	_	_	_	_
17	to	_	_	ADP	ADP	_	_	8	8	fixed	fixed	_	_	_	_	_	_
18	the	_	_	DET	DET	_	_	21	21	det	det	_	_	_	_	_	_
19	local	_	_	ADJ	ADJ	_	_	21	21	amod	amod	_	_	_	_	_	_
20	UN	_	_	PROPN	PROPN	_	_	21	21	compound	compound	_	_	_	_	_	_
21	officials	_	_	NOUN	NOUN	_	_	0	0	_	_	_	_	_	_	_	_
22	.	_	_	PUNCT	PUNCT	_	_	14	14	punct	punct	_	_	_	_	_	_

1	So	_	_	ADV	ADV	_	_	4	4	advmod	advmod	_	_	ARGM-DIS	_	_	_
2	hear	_	_	ADV	ADV	_	_	0	0	root	root	_	_	_	_	_	_
3	we	_	_	PRON	PRON	_	_	2	2	nsubj	nsubj	_	_	ARG1	_	_	_
4	are	_	_	VERB	VERB	_	_	2	2	cop	cop	Y	V.01	_	_	_	_
5	,	_	_	PUNCT	PUNCT	_	_	4	4	punct	punct	_	_	_	_	_	_
6	two	_	_	NUM	NUM	_	_	7	7	nummod	nummod	_	_	_	_	_	_
7	weeks	_	_	NOUN	NOUN	_	_	8	8	obl:npmod	obl:npmod	_	_	_	_	_	_
8	later	_	_	ADV	ADV	_	_	4	4	advmod	advmod	_	_	ARGM-TMP	_	_	_
9	,	_	_	PUNCT	PUNCT	_	_	4	4	punct	punct	_	_	_	_	_	_
10	after	_	_	ADP	ADP	_	_	16	16	case	case	_	_	_	_	_	_
11	that	_	_	DET	DET	_	_	16	16	det	det	_	_	_	_	_	_
12	dazzling	_	_	ADJ	ADJ	_	_	16	16	amod	amod	_	_	_	ARGM-ADJ	_	_
13	PR	_	_	PROPN	PROPN	_	_	14	14	compound	compound	_	_	_	ARG0	_	_
14	display	_	_	NOUN	NOUN	_	_	0	0	_	_	Y	V.01	_	_	_	_
15	two	_	_	NUM	NUM	_	_	16	16	nummod	nummod	_	_	_	_	_	_
16	weeks	_	_	NOUN	NOUN	_	_	17	17	obl:npmod	obl:npmod	_	_	_	_	_	_
17	ago	_	_	ADV	ADV	_	_	0	0	_	_	_	_	_	_	_	_
18	by	_	_	ADP	ADP	_	_	19	19	case	case	_	_	_	_	_	_
19	Powell	_	_	PROPN	PROPN	_	_	16	16	nmod	nmod	_	_	_	ARG0	_	_
20	and	_	_	CCONJ	CCONJ	_	_	21	21	cc	cc	_	_	_	_	_	_
21	Annan	_	_	PROPN	PROPN	_	_	19	19	conj	conj	_	_	_	_	_	_
22	,	_	_	PUNCT	PUNCT	_	_	31	31	punct	punct	_	_	_	_	_	_
23	and	_	_	CCONJ	CCONJ	_	_	31	31	cc	cc	_	_	_	_	_	_
24	the	_	_	DET	DET	_	_	25	25	det	det	_	_	_	_	_	_
25	situation	_	_	NOUN	NOUN	_	_	31	31	nsubj	nsubj	_	_	_	_	ARG1	_
26	on	_	_	ADP	ADP	_	_	28	28	case	case	_	_	_	_	_	_
27	the	_	_	DET	DET	_	_	28	28	det	det	_	_	_	_	_	_
28	ground	_	_	NOUN	NOUN	_	_	25	25	nmod	nmod	_	_	_	_	_	_
29	in	_	_	ADP	ADP	_	_	30	30	case	case	_	_	_	_	_	_
30	Darfur	_	_	PROPN	PROPN	_	_	28	28	nmod	nmod	_	_	_	_	_	_
31	appears	_	_	VERB	VERB	_	_	0	0	conj	conj	Y	V.02	_	_	_	_
32	basically	_	_	ADV	ADV	_	_	33	33	advmod	advmod	_	_	_	_	_	ARGM-ADV
33	unchanged	_	_	ADJ	ADJ	_	_	31	31	xcomp	xcomp	Y	V.01	_	_	ARG2	_
34	.	_	_	PUNCT	PUNCT	_	_	0	0	punct	punct	_	_	_	_	_	_

1	He	_	_	PRON	PRON	_	_	2	2	nsubj	nsubj	_	_	ARG0	_	_	_
2	mentions	_	_	VERB	VERB	_	_	0	0	root	root	Y	V.01	_	_	_	_
3	his	_	_	PRON	PRON	_	_	4	4	nmod:poss	nmod:poss	_	_	_	_	_	_
4	wife	_	_	NOUN	NOUN	_	_	6	6	nmod:poss	nmod:poss	_	_	_	ARG1	_	_
5	's	_	_	PART	PART	_	_	4	4	case	case	_	_	_	_	_	_
6	death	_	_	NOUN	NOUN	_	_	2	2	obj	obj	Y	V.01	ARG1	_	_	_
7	having	_	_	VERB	VERB	_	_	0	0	_	_	Y	V.LV	_	_	_	_
8	an	_	_	DET	DET	_	_	9	9	det	det	_	_	_	_	_	_
9	effect	_	_	NOUN	NOUN	_	_	7	7	obj	obj	Y	V.01	_	_	ARGM-PRR	_
10	on	_	_	ADP	ADP	_	_	11	11	case	case	_	_	_	_	_	_
11	him	_	_	PRON	PRON	_	_	9	9	nmod	nmod	_	_	_	_	_	ARG1
12	.	_	_	PUNCT	PUNCT	_	_	2	2	punct	punct	_	_	_	_	_	_

1	The	_	_	DET	DET	_	_	4	4	det	det	_	_	_	_	_	_
2	Iraqi	_	_	PROPN	PROPN	_	_	4	4	compound	compound	_	_	_	_	_	_
3	Islamic	_	_	PROPN	PROPN	_	_	4	4	compound	compound	_	_	_	_	_	_
4	Party	_	_	PROPN	PROPN	_	_	18	18	nsubj	nsubj	_	_	_	ARG1	_	_
5	lead	_	_	VERB	VERB	_	_	0	0	_	_	Y	V.02	_	_	_	_
6	by	_	_	ADP	ADP	_	_	7	7	case	case	_	_	_	_	_	_
7	Muhsin	_	_	PROPN	PROPN	_	_	5	5	obl	obl	_	_	ARG0	_	_	_
8	Abdul	_	_	PROPN	PROPN	_	_	7	7	flat	flat	_	_	_	_	_	_
9	Hamid	_	_	PROPN	PROPN	_	_	7	7	flat	flat	_	_	_	_	_	_
10	,	_	_	PUNCT	PUNCT	_	_	18	18	punct	punct	_	_	_	_	_	_
11	has	_	_	AUX	AUX	_	_	18	18	aux	aux	Y	V.01	_	_	_	_
12	been	_	_	AUX	AUX	_	_	18	18	cop	cop	Y	V.01	_	_	_	_
13	among	_	_	ADP	ADP	_	_	18	18	case	case	_	_	_	_	_	_
14	the	_	_	DET	DET	_	_	18	18	det	det	_	_	_	_	_	_
15	few	_	_	ADJ	ADJ	_	_	18	18	amod	amod	_	_	_	_	_	_
16	Sunni	_	_	ADJ	ADJ	_	_	17	17	amod	amod	_	_	_	_	_	_
17	Muslim	_	_	ADJ	ADJ	_	_	18	18	amod	amod	_	_	_	_	_	_
18	groups	_	_	NOUN	NOUN	_	_	0	0	root	root	_	_	_	_	ARG2	_
19	willing	_	_	ADJ	ADJ	_	_	18	18	amod	amod	_	_	_	_	_	_
20	to	_	_	PART	PART	_	_	21	21	mark	mark	_	_	_	_	_	_
21	cooperate	_	_	VERB	VERB	_	_	19	19	xcomp	xcomp	Y	V.01	_	_	ARG2	_
22	(	_	_	PUNCT	PUNCT	_	_	23	23	punct	punct	_	_	_	_	_	_
23	even	_	_	ADV	ADV	_	_	25	25	advmod	advmod	_	_	_	_	_	_
24	if	_	_	SCONJ	SCONJ	_	_	25	25	mark	mark	_	_	_	_	_	_
25	rather	_	_	ADV	ADV	_	_	26	26	advmod	advmod	_	_	_	_	_	_
26	lukewarmly	_	_	ADV	ADV	_	_	21	21	advcl	advcl	_	_	_	_	_	ARGM-ADV
27	)	_	_	PUNCT	PUNCT	_	_	26	26	punct	punct	_	_	_	_	_	_
28	with	_	_	ADP	ADP	_	_	30	30	case	case	_	_	_	_	_	_
29	the	_	_	DET	DET	_	_	30	30	det	det	_	_	_	_	_	_
30	Americans	_	_	PROPN	PROPN	_	_	21	21	obl	obl	_	_	_	_	_	ARG1
31	.	_	_	PUNCT	PUNCT	_	_	0	0	punct	punct	_	_	_	_	_	_

1	It	_	_	PRON	PRON	_	_	2	2	nsubj	nsubj	_	_	ARG0	_	_	_
2	called	_	_	VERB	VERB	_	_	0	0	root	root	Y	V.01	_	_	_	_
3	a	_	_	DET	DET	_	_	5	5	det	det	_	_	_	_	_	_
4	"	_	_	PUNCT	PUNCT	_	_	5	5	punct	punct	_	_	_	_	_	_
5	ploy	_	_	NOUN	NOUN	_	_	2	2	obj	obj	_	_	ARG1	_	_	_
6	"	_	_	PUNCT	PUNCT	_	_	5	5	punct	punct	_	_	_	_	_	_
7	the	_	_	DET	DET	_	_	8	8	det	det	_	_	_	_	_	_
8	assertaion	_	_	NOUN	NOUN	_	_	0	0	_	_	Y	V.01	_	_	_	_
9	that	_	_	SCONJ	SCONJ	_	_	11	11	mark	mark	_	_	_	_	_	_
10	the	_	_	DET	DET	_	_	11	11	det	det	_	_	_	_	_	_
11	attack	_	_	NOUN	NOUN	_	_	16	16	nsubj	nsubj	Y	V.01	_	_	_	ARG1
12	was	_	_	AUX	AUX	_	_	16	16	cop	cop	Y	V.01	_	_	_	_
13	merely	_	_	ADV	ADV	_	_	16	16	advmod	advmod	_	_	_	_	_	_
14	on	_	_	ADP	ADP	_	_	16	16	case	case	_	_	_	_	_	_
15	foreign	_	_	ADJ	ADJ	_	_	16	16	amod	amod	_	_	_	_	_	_
16	fighters	_	_	NOUN	NOUN	_	_	0	0	_	_	_	_	_	_	_	_
17	at	_	_	ADP	ADP	_	_	18	18	case	case	_	_	_	_	_	_
18	Fallujah	_	_	PROPN	PROPN	_	_	16	16	nmod	nmod	_	_	_	_	_	_
19	.	_	_	PUNCT	PUNCT	_	_	2	2	punct	punct	_	_	_	_	_	_

1	Nabeel	_	_	PROPN	PROPN	_	_	0	0	root	root	_	_	_	_	_	_
2	Hussain	_	_	PROPN	PROPN	_	_	1	1	flat	flat	_	_	_	_	_	_
3	,	_	_	PUNCT	PUNCT	_	_	1	1	punct	punct	_	_	_	_	_	_
4	21	_	_	NUM	NUM	_	_	0	0	_	_	_	_	_	_	_	_
5	,	_	_	PUNCT	PUNCT	_	_	1	1	punct	punct	_	_	_	_	_	_
6	Waltham	_	_	PROPN	PROPN	_	_	7	7	compound	compound	_	_	_	_	_	_
7	Forest	_	_	PROPN	PROPN	_	_	2	2	list	list	_	_	_	_	_	_
8	Lest	_	_	SCONJ	SCONJ	_	_	19	19	mark	mark	_	_	_	_	_	_
9	you	_	_	PRON	PRON	_	_	19	19	nsubj:pass	nsubj:pass	_	_	_	ARG1	_	_
10	be	_	_	AUX	AUX	_	_	19	19	aux:pass	aux:pass	Y	V.01	_	_	_	_
11	confused	_	_	ADJ	ADJ	_	_	0	0	_	_	Y	V.01	_	_	_	_
12	with	_	_	ADP	ADP	_	_	14	14	case	case	_	_	_	_	_	_
13	the	_	_	DET	DET	_	_	14	14	det	det	_	_	_	_	_	_
14	suspects	_	_	NOUN	NOUN	_	_	0	0	obl	obl	_	_	_	ARG2	_	_
15	from	_	_	ADP	ADP	_	_	18	18	case	case	_	_	_	_	_	_
16	an	_	_	DET	DET	_	_	18	18	det	det	_	_	_	_	_	_
17	earlier	_	_	ADJ	ADJ	_	_	18	18	amod	amod	_	_	_	_	ARGM-TMP	_
18	plot	_	_	NOUN	NOUN	_	_	14	14	nmod	nmod	Y	V.01	_	_	_	ARG1
19	foiled	_	_	VERB	VERB	_	_	18	18	acl	acl	Y	V.01	_	_	_	_
20	in	_	_	ADP	ADP	_	_	21	21	case	case	_	_	_	_	_	_
21	Canada	_	_	PROPN	PROPN	_	_	19	19	obl	obl	_	_	_	_	_	ARGM-LOC
22	a	_	_	DET	DET	_	_	24	24	det	det	_	_	_	_	_	_
23	few	_	_	ADJ	ADJ	_	_	24	24	amod	amod	_	_	_	_	_	_
24	months	_	_	NOUN	NOUN	_	_	25	25	obl:npmod	obl:npmod	_	_	_	_	_	_
25	ago	_	_	ADV	ADV	_	_	19	19	advmod	advmod	_	_	_	_	_	ARGM-TMP
26	:	_	_	PUNCT	PUNCT	_	_	0	0	_	_	_	_	_	_	_	_
27	Fahim	_	_	PROPN	PROPN	_	_	0	0	root	root	_	_	_	_	_	_
28	Ahmad	_	_	PROPN	PROPN	_	_	27	27	flat	flat	_	_	_	_	_	_
29	,	_	_	PUNCT	PUNCT	_	_	27	27	punct	punct	_	_	_	_	_	_
30	21	_	_	NUM	NUM	_	_	0	0	_	_	_	_	_	_	_	_
31	,	_	_	PUNCT	PUNCT	_	_	27	27	punct	punct	_	_	_	_	_	_
32	Toronto	_	_	PROPN	PROPN	_	_	27	27	appos	appos	_	_	_	_	_	_
33	;	_	_	PUNCT	PUNCT	_	_	0	0	punct	punct	_	_	_	_	_	_

1	On	_	_	ADP	ADP	_	_	4	4	case	case	_	_	_	_	_	_
2	the	_	_	DET	DET	_	_	3	3	det	det	_	_	_	_	_	_
3	internet	_	_	NOUN	NOUN	_	_	4	4	compound	compound	_	_	_	_	_	_
4	site	_	_	NOUN	NOUN	_	_	23	23	obl	obl	_	_	ARGM-LOC	_	_	_
5	of	_	_	ADP	ADP	_	_	6	6	case	case	_	_	_	_	_	_
6	Monotheism	_	_	PROPN	PROPN	_	_	4	4	nmod	nmod	_	_	_	_	_	_
7	and	_	_	CCONJ	CCONJ	_	_	9	9	cc	cc	_	_	_	_	_	_
8	Holy	_	_	PROPN	PROPN	_	_	9	9	compound	compound	_	_	_	_	_	_
9	War	_	_	PROPN	PROPN	_	_	6	6	conj	conj	_	_	_	_	_	_
10	(	_	_	PUNCT	PUNCT	_	_	13	13	punct	punct	_	_	_	_	_	_
11	al	_	_	PROPN	PROPN	_	_	13	13	compound	compound	_	_	_	_	_	_
12	-	_	_	PUNCT	PUNCT	_	_	13	13	punct	punct	_	_	_	_	_	_
13	Tawhid	_	_	PROPN	PROPN	_	_	8	8	list	list	_	_	_	_	_	_
14	wa	_	_	PROPN	PROPN	_	_	17	17	case	case	_	_	_	_	_	_
15	al	_	_	PROPN	PROPN	_	_	17	17	compound	compound	_	_	_	_	_	_
16	-	_	_	PUNCT	PUNCT	_	_	17	17	punct	punct	_	_	_	_	_	_
17	Jihad	_	_	PROPN	PROPN	_	_	14	14	nmod	nmod	_	_	_	_	_	_
18	)	_	_	PUNCT	PUNCT	_	_	14	14	punct	punct	_	_	_	_	_	_
19	,	_	_	PUNCT	PUNCT	_	_	23	23	punct	punct	_	_	_	_	_	_
20	the	_	_	DET	DET	_	_	21	21	det	det	_	_	_	_	_	_
21	group	_	_	NOUN	NOUN	_	_	23	23	nsubj	nsubj	_	_	ARG0	_	_	_
22	allegedly	_	_	ADV	ADV	_	_	23	23	advmod	advmod	_	_	ARGM-ADV	_	_	_
23	declared	_	_	VERB	VERB	_	_	0	0	root	root	Y	V.01	_	_	_	_
24	,	_	_	PUNCT	PUNCT	_	_	23	23	punct	punct	_	_	_	_	_	_
25	"	_	_	PUNCT	PUNCT	_	_	23	23	punct	punct	_	_	_	_	_	_
26	We	_	_	PRON	PRON	_	_	27	27	nsubj	nsubj	_	_	_	ARG0	_	_
27	announce	_	_	VERB	VERB	_	_	23	23	ccomp	ccomp	Y	V.01	ARG1	_	_	_
28	that	_	_	SCONJ	SCONJ	_	_	41	41	mark	mark	_	_	_	_	_	_
29	the	_	_	DET	DET	_	_	33	33	det	det	_	_	_	_	_	_
30	Tawhid	_	_	PROPN	PROPN	_	_	33	33	compound	compound	_	_	_	_	_	_
31	and	_	_	CCONJ	CCONJ	_	_	32	32	cc	cc	_	_	_	_	_	_
32	Jihad	_	_	PROPN	PROPN	_	_	30	30	conj	conj	_	_	_	_	_	_
33	Group	_	_	PROPN	PROPN	_	_	41	41	nsubj	nsubj	_	_	_	_	_	ARG0
34	,	_	_	PUNCT	PUNCT	_	_	33	33	punct	punct	_	_	_	_	_	_
35	its	_	_	PRON	PRON	_	_	36	36	nmod:poss	nmod:poss	_	_	_	_	_	_
36	prince	_	_	NOUN	NOUN	_	_	33	33	appos	appos	_	_	_	_	_	_
37	and	_	_	CCONJ	CCONJ	_	_	38	38	cc	cc	_	_	_	_	_	_
38	soldiers	_	_	NOUN	NOUN	_	_	36	36	conj	conj	_	_	_	_	_	_
39	,	_	_	PUNCT	PUNCT	_	_	41	41	punct	punct	_	_	_	_	_	_
40	have	_	_	AUX	AUX	_	_	41	41	aux	aux	Y	V.01	_	_	_	_
41	pledged	_	_	VERB	VERB	_	_	27	27	ccomp	ccomp	Y	V.01	_	ARG1	_	_
42	allegiance	_	_	NOUN	NOUN	_	_	41	41	obj	obj	_	_	_	_	_	ARG1
43	to	_	_	ADP	ADP	_	_	45	45	case	case	_	_	_	_	_	_
44	the	_	_	DET	DET	_	_	45	45	det	det	_	_	_	_	_	_
45	sheikh	_	_	NOUN	NOUN	_	_	41	41	obl	obl	_	_	_	_	_	ARG2
46	of	_	_	ADP	ADP	_	_	48	48	case	case	_	_	_	_	_	_
47	the	_	_	DET	DET	_	_	48	48	det	det	_	_	_	_	_	_
48	mujahideen	_	_	NOUN	NOUN	_	_	45	45	nmod	nmod	_	_	_	_	_	_
49	Osama	_	_	PROPN	PROPN	_	_	48	48	appos	appos	_	_	_	_	_	_
50	bin	_	_	PROPN	PROPN	_	_	49	49	flat	flat	_	_	_	_	_	_
51	Laden	_	_	PROPN	PROPN	_	_	49	49	flat	flat	_	_	_	_	_	_
52	.	_	_	PUNCT	PUNCT	_	_	23	23	punct	punct	_	_	_	_	_	_
53	"	_	_	PUNCT	PUNCT	_	_	23	23	punct	punct	_	_	_	_	_	_

1	Abu	_	_	PROPN	PROPN	_	_	10	10	nsubj:pass	nsubj:pass	_	_	_	ARG1	_	_
2	Musab	_	_	PROPN	PROPN	_	_	1	1	flat	flat	_	_	_	_	_	_
3	al	_	_	PROPN	PROPN	_	_	1	1	flat	flat	_	_	_	_	_	_
4	-	_	_	PUNCT	PUNCT	_	_	1	1	punct	punct	_	_	_	_	_	_
5	Zarqawi	_	_	PROPN	PROPN	_	_	2	2	flat	flat	_	_	_	_	_	_
6	and	_	_	CCONJ	CCONJ	_	_	8	8	cc	cc	_	_	_	_	_	_
7	his	_	_	PRON	PRON	_	_	8	8	nmod:poss	nmod:poss	_	_	_	_	_	_
8	group	_	_	NOUN	NOUN	_	_	3	3	conj	conj	_	_	_	_	_	_
9	are	_	_	AUX	AUX	_	_	10	10	aux:pass	aux:pass	Y	V.03	_	_	_	_
10	said	_	_	VERB	VERB	_	_	0	0	root	root	Y	V.01	_	_	_	_
